ar16_index,canonical_esrs,language,official_esrs,official_theme,official_subtheme,official_subtopic,source_publication_id,source_url
84,G1,lt,G1,Verslo etika,Pranešėjų apsauga,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
85,G1,lt,G1,Verslo etika,Gyvūnų gerovė,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
86,G1,lt,G1,Verslo etika,Politinis angažavimasis ir lobistinė veikla,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
87,G1,lt,G1,Verslo etika,"Santykių su tiekėjais valdymas, įskaitant mokėjimo praktiką",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
88,G1,lt,G1,Verslo etika,Korupcija ir kyšininkavimas,"Prevencija ir aptikimas, įskaitant mokymą",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
89,G1,lt,G1,Verslo etika,Korupcija ir kyšininkavimas,Incidentai,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lt&productionSystem=cellar&part=
1,E1,lv,E1,Klimata pārmaiņas,Pielāgošanās klimata pārmaiņām,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
2,E1,lv,E1,Klimata pārmaiņas,Klimata pārmaiņu mazināšana,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
3,E1,lv,E1,Klimata pārmaiņas,Enerģētika,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
4,E2,lv,E2,Piesārņojums,Gaisa piesārņojums,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
5,E2,lv,E2,Piesārņojums,Ūdeņu piesārņojums,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
6,E2,lv,E2,Piesārņojums,Augsnes piesārņojums,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
7,E2,lv,E2,Piesārņojums,Dzīvo organismu un pārtikas resursu piesārņojums,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
8,E2,lv,E2,Piesārņojums,"Vielas, kas rada bažas",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
9,E2,lv,E2,Piesārņojums,"Vielas, kas rada ļoti lielas bažas",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
10,E2,lv,E2,Piesārņojums,Mikroplastmasa,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
11,E3,lv,E3,Ūdens un jūras resursi,Ūdens,Ūdens patēriņš,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
12,E3,lv,E3,Ūdens un jūras resursi,Ūdens,Ūdens ņemšana,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
13,E3,lv,E3,Ūdens un jūras resursi,Ūdens,Ūdens novadīšana,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
14,E3,lv,E3,Ūdens un jūras resursi,Ūdens,Ūdens novadīšana okeānā,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
15,E3,lv,E3,Ūdens un jūras resursi,Jūras resursi,Jūras resursu ieguve un izmantojums,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
16,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,Klimata pārmaiņas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
17,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,"Zemes izmantojuma maiņa, saldūdens izmantojuma maiņa un jūras izmantojuma maiņa",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
18,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,Tieša ekspluatācija,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
19,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,Invazīvas svešzemju sugas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
20,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,Piesārņojums,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
21,E4,lv,E4,Biodaudzveidība un ekosistēmas,Tiešie biodaudzveidības izzušanas ietekmes faktori,Citi,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
22,E4,lv,E4,Biodaudzveidība un ekosistēmas,Ietekme uz sugu stāvokli,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
23,E4,lv,E4,Biodaudzveidība un ekosistēmas,Ietekme uz ekosistēmu apjomu un stāvokli,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
24,E4,lv,E4,Biodaudzveidība un ekosistēmas,Ietekme uz ekosistēmu pakalpojumiem un atkarība no tiem,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
25,E5,lv,E5,Aprites ekonomika,"Ienākošie resursi, tajā skaitā resursu izmantojums",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
26,E5,lv,E5,Aprites ekonomika,"Izejošie resursi, kas saistīti ar produktiem un pakalpojumiem",,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
27,E5,lv,E5,Aprites ekonomika,Atkritumi,,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
28,S1,lv,S1,Pašu personāls,Darba nosacījumi,Droša nodarbinātība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
29,S1,lv,S1,Pašu personāls,Darba nosacījumi,Darba laiks,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
30,S1,lv,S1,Pašu personāls,Darba nosacījumi,Adekvātas algas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
31,S1,lv,S1,Pašu personāls,Darba nosacījumi,Sociālais dialogs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
32,S1,lv,S1,Pašu personāls,Darba nosacījumi,"Biedrošanās brīvība, uzņēmumu padomju pastāvēšana un darbinieku tiesības uz informāciju, konsultācijām un līdzdalību",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
33,S1,lv,S1,Pašu personāls,Darba nosacījumi,"Koplīguma sarunas, arī to darbinieku īpatsvars, uz kuriem attiecas koplīgumi",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
34,S1,lv,S1,Pašu personāls,Darba nosacījumi,Darba un privātās dzīves līdzsvars,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
35,S1,lv,S1,Pašu personāls,Darba nosacījumi,Darba aizsardzība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
36,S1,lv,S1,Pašu personāls,Vienlīdzīga attieksme un iespējas visiem,Dzimumu līdztiesība un vienāda darba samaksa par līdzvērtīgu darbu,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
37,S1,lv,S1,Pašu personāls,Vienlīdzīga attieksme un iespējas visiem,Apmācība un prasmju pilnveide,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
38,S1,lv,S1,Pašu personāls,Vienlīdzīga attieksme un iespējas visiem,Personu ar invaliditāti nodarbināšana un iekļaušana,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
39,S1,lv,S1,Pašu personāls,Vienlīdzīga attieksme un iespējas visiem,Pasākumi pret vardarbību un aizskaršanu darbavietā,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
40,S1,lv,S1,Pašu personāls,Vienlīdzīga attieksme un iespējas visiem,Daudzveidība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
41,S1,lv,S1,Pašu personāls,Citas ar darbu saistītas tiesības,Bērnu darbs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
42,S1,lv,S1,Pašu personāls,Citas ar darbu saistītas tiesības,Piespiedu darbs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
43,S1,lv,S1,Pašu personāls,Citas ar darbu saistītas tiesības,Pienācīgi mājokļi,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
44,S1,lv,S1,Pašu personāls,Citas ar darbu saistītas tiesības,Privātums,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
45,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Droša nodarbinātība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
46,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Darba laiks,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
47,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Adekvātas algas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
48,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Sociālais dialogs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
49,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,"Biedrošanās brīvība, tajā skaitā uzņēmumu padomju pastāvēšana",3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
50,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Koplīguma sarunas,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
51,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Darba un privātās dzīves līdzsvars,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
52,S2,lv,S2,Darbinieki vērtības ķēdē,Darba nosacījumi,Darba aizsardzība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
53,S2,lv,S2,Darbinieki vērtības ķēdē,Vienlīdzīga attieksme un iespējas visiem,Dzimumu līdztiesība un vienāda darba samaksa par līdzvērtīgu darbu,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
54,S2,lv,S2,Darbinieki vērtības ķēdē,Vienlīdzīga attieksme un iespējas visiem,Apmācība un prasmju pilnveide,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
55,S2,lv,S2,Darbinieki vērtības ķēdē,Vienlīdzīga attieksme un iespējas visiem,Personu ar invaliditāti nodarbinātība un iekļaušana,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
56,S2,lv,S2,Darbinieki vērtības ķēdē,Vienlīdzīga attieksme un iespējas visiem,Pasākumi pret vardarbību un aizskaršanu darbavietā,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
57,S2,lv,S2,Darbinieki vērtības ķēdē,Vienlīdzīga attieksme un iespējas visiem,Daudzveidība,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
58,S2,lv,S2,Darbinieki vērtības ķēdē,Citas ar darbu saistītas tiesības,Bērnu darbs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
59,S2,lv,S2,Darbinieki vērtības ķēdē,Citas ar darbu saistītas tiesības,Piespiedu darbs,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
60,S2,lv,S2,Darbinieki vērtības ķēdē,Citas ar darbu saistītas tiesības,Pienācīgi mājokļi,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
61,S2,lv,S2,Darbinieki vērtības ķēdē,Citas ar darbu saistītas tiesības,Ūdens un sanitārija,3e901799-1124-11ef-a251-01aa75ed71a1,https://op.europa.eu/o/opportal-service/download-handler?identifier=3e901799-1124-11ef-a251-01aa75ed71a1&format=fmx4&language=lv&productionSystem=cellar&part=
